TRACK_ID,caption
track_0152718,"A haunting instrumental with a medium tempo featuring a synthesised brass sound playing an eerie tune in the key of G major, with no accompaniment, creating a suspenseful and unnerving atmosphere suitable for a horror movie soundtrack. Keywords: spooky, sinister, unnerving, suspense"
track_0152720,"A slow and dark instrumental rock piece featuring drums, guitar, and piano. Keywords: rock, instrumental, dark, slow."
track_0152721,"A poignant instrumental piece featuring a clean electric guitar melody over a bass guitar and a jazz acoustic drum beat. Heartfelt, emotional, passionate, soothing. || clean electric guitar, bass guitar, jazz drums, soothing"
track_0152723,"The low quality recording features wide synth brass chords played over reverberant percussion and some sound effects that resemble footsteps. It sounds epic, suspenseful and intense. || epic, suspenseful, intense, sound effects"
track_0152722,"A fast-paced electronic rock piece with synthesizers and drums, featuring electric guitar and bass. Keywords: energetic, melodic, instrumental, rock."
track_0152754,"The low quality recording features an ambient synth pad playing in the background with a haunting violin melody on top of it. It sounds suspenseful and intense, like something you would hear in movies during scenes of discovery or revelation. || ambient, synth, pad, violin"
track_0152724,"A heartfelt country song featuring acoustic guitar and fiddle, evoking a sense of nostalgia and hope. Keywords: country, acoustic guitar, fiddle, nostalgia."
track_0153865,"A classical orchestral piece featuring strings, flute, and piano evokes a feeling of adventure in a vast open field. Keywords: adventurous, classical, orchestral, strings, flute, piano."
track_0153400,"The soft instrumental features gentle synthesizers, groovy bass, and subtle percussion creating a relaxing, emotional ambiance. Keywords: soft instrumental, gentle synthesizers, groovy bass, subtle percussion."
track_0154788,"A synthesized orchestral piece with a grandiose feel, featuring a strings section, piano, and electronic drums playing together. | Orchestral, Synth, Grandiose, Electronic Drums"
track_0155502,"The heavy and energetic instrumental music features a loud synthesizer, distorted guitar, and electronic drums, creating an atmosphere of darkness and rebellion. Keywords: heavy, energetic, instrumental, dark, rebellious."
track_0155503,"A solemn, slow-paced classical piece featuring a flute playing over a keyboard harmony. Keywords: solemn, slow-paced, classical, flute."
track_0155504,"A slow electronic piece with ambient synthesizers and drums, creating a dark and dreamy soundscape. Keywords: ambient, synthesizer, drums, electronic."
track_0155506,"A synthesizer plays dissonant notes and sound effects, accompanied by background noises like rain and wind, creating an eerie, otherworldly atmosphere. Keywords: eerie, dissonant, atmospheric, ambient."
track_0155505,"A slow ambient electronic piece with synthesizers and drums, creating a dark soundscape suitable for a film soundtrack. Keywords: ambient, electronic, dark, soundtrack."
track_0155508,"A loud, electronic dance piece with heavy drums and synthesizers playing an energetic melody. Keywords: electronic dance, loud, energetic, synthesizer."
track_0155507,"A fast and loud electronic techno track with synthesizers and drums, creating an energetic and danceable atmosphere. Keywords: electronic, techno, synth, dance."
track_0155509,"Aircraft engine runs continuously, rhythmic whirring sound present throughout. Keywords: aircraft, engine, continuous, whirring."
track_0155510,"A haunting instrumental with a spooky organ harmony. Spooky, eerie, sinister, scary. || spooky, organ, harmony, scary"
track_0155511,"A haunting instrumental with atmospheric synthesizers, low percussion, and distant bell sounds. Keywords: spooky, eerie, suspenseful, chilling."
track_0155512,"The low quality recording features a repetitive bell melody played over a mellow piano chord progression. It sounds suspenseful and haunting, like something you would hear in a spooky movie scene. || spooky, suspenseful, haunting, low quality recording"
track_0155513,"The low quality recording features an arpeggiated synth melody played over wide reverberant strings and muffled drums. It sounds suspenseful, intense and like it's part of some post-apocalyptic video game soundtrack. || arpeggiated synth, reverberant strings"
track_0155514,"A fast-paced electronic rock piece with drums and guitar, featuring synthesizers and bass that creates an energetic and dark mood. Keywords: energetic, dark, electronic, rock."
track_0155515,"The low quality recording features a synth pad chord played over a mellow arpeggiated melody on an organ keys instrument. It sounds suspenseful and haunting. || synth, pad, organ, keys"
track_0155516,"A slow electronic piece with synthesized sounds and drums, creating a dark and relaxing atmosphere. Keywords: ambient, electronic, dark, relaxing."
track_0155517,"A fast and energetic electronic techno piece with loud beats and synthesizers, creating an ambient and experimental atmosphere. Keywords: electronic, techno, ambient, experimental."
track_0156820,"A soft, melodic acoustic guitar piece with a gentle strumming rhythm and a soothing harmonica solo. Keywords: soft, melodic, acoustic guitar, harmonica."
track_0156822,"A fast-paced Indian experimental piece with sitar and flute creating a hypnotic atmosphere, also featuring synthesizers and percussion. Keywords: Indian, experimental, sitar, flute."
track_0156873,"A melodic French ballad with soft piano and guitar arpeggios, accompanied by light acoustic drums, evoking a dreamy atmosphere. Keywords: soft, melodic, French, ballad."
track_0158611,"A dramatic tune plays with suspenseful strings and ominous sound effects while wind blows and thunder rumbles in the background, suggesting an impending storm. Keywords: dramatic, suspenseful, ominous, storm."
track_0158351,"A fast and energetic instrumental piece with drums, guitar, bass, and synthesizer sounds. Keywords: rock, pop, experimental, dance."
track_0158613,"A slow electronic piece with synthesizers and drums creates a dark soundscape, perfect for a film soundtrack. Keywords: electronic, dark, ambient, soundtrack."
track_0158612,"A hauntingly beautiful melody played on a violin and piano evokes a sense of mystery and wonder. Keywords: haunting, beautiful, melody, violin, piano."
track_0158615,"The low quality recording features an orchestra playing wide sustained strings melody over wide brass melody and mellow woodwinds melody. It sounds emotional, passionate, epic and powerful. Keywords: orchestral, sustained strings, brass, woodwinds, emotional, passionate, epic, powerful"
track_0158614,"A passionate electric guitar solo melody over a reverberant background music track. Keywords: electric guitar, solo, reverberant, background."
track_0158616,"A passionate electric guitar melody weaves through a chill acoustic environment accompanied by synthesizers and drums. Keywords: passionate, electric guitar, chill, ambient."
track_0158617,"A melodic instrumental piece with drums and electric guitar playing an upbeat rock beat, including bass and synthesizer sounds. Keywords: rock, drums, electric guitar, bass."
track_0158619,"A soft and chill acoustic guitar piece with a gentle strumming pattern and a soothing solo melody over wooden percussion; relaxing, calming, melodic, peaceful. || acoustic guitar, wooden percussion, soft, chill"
track_0158618,"A slow electronic piece with ambient synthesizers and drums creates a dark soundscape resembling space. Keywords: ambient, synthesizer, drums, space."
track_0158621,"A fast and energetic rock piece with drums, guitar, bass, electric guitar, and synthesizer sounds. Keywords: rock, energetic, drums, guitar."
track_0158620,"A fast-paced electronic dance piece with a repetitive beat and synth patterns. Keywords: electronic dance, fast-paced, repetitive beat, synth patterns."
track_0158622,"A soothing instrumental piece with trumpets playing a gentle melody accompanied by a string section and a brass section in the background, creating a calming atmosphere suitable for a movie scene where someone is taking their last breath. | trumpet, strings, brass, calming"
track_0158623,"A passionate violin solo over an instrumental jazz piece with drums and piano. Keywords: violin, jazz, drums, piano."
track_0158624,"A meditative, slow ambient piece featuring a guitar and synthesizer over a mellow drumbeat. Keywords: relaxing, calming, soft, mellow."
track_0158625,"The low quality recording features a harmonizing flute melody playing over a wide brass section melody. It sounds passionate and emotional. The recording is noisy and in mono. Keywords: passionate, emotional, noisy, mono."
track_0158626,"A clean electric guitar playing a soothing solo with gentle reverb effect and a chorus pedal. Keywords: clean guitar, solo, reverb, chorus pedal."
track_0159185,"A fast and energetic electronic techno piece with loud beats and synthesizers, creating an immersive atmosphere suitable for a video game soundtrack. Keywords: electronic, techno, fast, energetic."
track_0159207,"A fast and energetic electronic techno dance piece with loud beats and synthesizers, creating an immersive atmosphere suitable for a video game soundtrack. Keywords: electronic, techno, dance, video game."
track_0159186,"A fast electronic dance piece with synthesizers and drums playing an energetic techno beat. Keywords: electronic, dance, techno, upbeat."
track_0159296,"A fast and energetic electronic techno piece with loud beats and synthesizers, creating an urban atmosphere. Keywords: electronic, techno, urban, intense."
track_0159220,"A fast-paced electronic rock piece with drums, guitar, and synthesizer. Electric, energetic, melodic, and intense. || electric, energetic, melodic, intense"
track_0159327,"The electronic dance track has a repetitive beat and synthesizer patterns, creating an energetic atmosphere suitable for a nightclub or festival. | electronic, dance, repetitive, synth patterns"
track_0159319,"A fast and energetic electronic techno dance track with loud beats and synthesizers, creating an immersive atmosphere suitable for a nightclub or festival. Keywords: electronic, techno, dance, high energy."
track_0159393,"A fast-paced electronic drum beat with a deep space atmosphere, featuring synthesizers and bass. Keywords: electronic, drums, ambient, techno."
track_0159332,"A fast-paced, energetic electronic drum beat with heavy drums and synthesizers, creating an urban, danceable atmosphere. Keywords: fast-paced, energetic, electronic, drums, synthesizers."
track_0159419,"A fast and loud experimental techno track with synthesizers and drums. Keywords: experimental, techno, loud, fast."
track_0159450,"A hypnotic, repetitive electronic dance piece with synthesized beats and a synth bassline, creating a trance-like atmosphere suitable for a nightclub or DJ setlist. Keywords: hypnotic, repetitive, electronic dance, trance-like atmosphere, nightclub, DJ setlist."
track_0159555,"A fast-paced electronic dance track with heavy drums and synthesizers, creating an energetic and futuristic atmosphere. Keywords: electronic dance, heavy drums, synthesizers, energetic."
track_0159663,"A slow electronic piece with synth and piano creating a relaxing, calming atmosphere. Keywords: slow, electronic, ambient, relaxing."
track_0159781,"A percussion instrumental with a slow tempo and an unusual instrument playing a simple tune along with a bass line. Keywords: weird, unique, experimental, percussion."
track_0159797,"The low quality recording features a repetitive synth arpeggio melody playing over groovy bass and shimmering hi hats. It sounds energetic and kind of weird, like something you would hear in old video games. Synth, bass, hi hats, weird."
track_0159807,"The low quality recording features an electro song that consists of repetitive synth keys chords played over punchy kick and snare hits, shimmering hi hats, groovy bass and wide toms rolls. It sounds energetic and addictive. Electro, energetic, addictive, low quality."
track_0159801,"A fast and energetic electronic techno dance piece with loud beats and synthesizers, creating an immersive atmosphere suitable for a nightclub or festival. Keywords: electronic, techno, dance, immersive."
track_0159815,"A fast-paced electronic techno track with drums and synthesizers creates a dark and dreamy soundscape. Keywords: electronic, techno, dark, dreamy."
track_0159834,"A fast-paced electronic techno track with drums and synthesizers, feeling experimental and dark. Keywords: electronic, techno, experimental, dark."
track_0159845,"A slow electronic piece with a dark and weird atmosphere featuring synthesizers, bass, drums, piano, and keyboard. Keywords: slow, electronic, weird, atmospheric, synthesizer, bass, drums, piano, keyboard."
track_0159844,"The low quality recording features a synth pad, reverberant brass melody and a clean-toned saxophone solo over it. It sounds suspenseful, haunting and addictive. SFX, brass, synth pad, saxophone."
track_0159847,"The low quality recording features an ominous instrumental song that consists of a wide synth pad chord played over smooth double bass and mellow strings melody. It sounds suspenseful, intense and weird. Keywords: ominous, suspenseful, intense, weird."
track_0159846,"A fast-paced rock song features a distorted electric guitar playing a solo melody over a driving bass and heavy drums. The atmosphere is energetic and aggressive, typical of a hard rock genre with elements of noise rock. Keywords: rock, hard rock, noise rock, electric guitar."
track_0159848,"A slow and dark instrumental techno piece with heavy drums and synthesizers, feeling experimental and ambient. Keywords: slow, dark, instrumental, techno, experimental, ambient."
track_0159849,"The low quality recording features an analog synth arpeggio played over a weird filtered bass and muffled drums. It sounds suspenseful and intense. Analog, Arpeggio, Squeeze, Tension."
track_0159850,"A slow classical piece featuring piano and violin creating a relaxing mood with gentle drums in the background. Keywords: classical, piano, violin, relaxing."
track_0159851,"The song is an instrumental with a fast tempo featuring distorted guitar playing a repeating melody, keyboard accompaniment, punchy drumming and groovy bass lines. The song is loud, aggressive, boisterous, vital and has a raw, youthful energy. Keywords: distorted"
track_0159853,"A dark and suspenseful instrumental piece with synthesizers and drums builds up tension progressively. Keywords: electronic, suspense, intense, building."
track_0159852,"A slow electronic ambient piece with synthesizers and drums playing a relaxing, meditative soundscape. Keywords: slow, electronic, ambient, relaxing."
track_0159854,"The low quality recording features an electric guitar melody played over wide arpeggiated piano chords and reverberant, mellow synth keys. It sounds passionate, emotional, and hauntingly beautiful. || electric guitar, piano chords, synth keys, reverberation"
track_0159855,"A dark and suspenseful electronic piece with synthesizers, drums, and bass. Keywords: electronic, dark, suspenseful, intense."
track_0159856,"The low quality recording features an orchestra playing a wide string melody and a fat double bass that sounds ominous and powerful. It is accompanied by a huge brass section playing in the background. The recording is noisy and in mono. Keywords: ominous, powerful, strings, brass."
track_0159857,"Sufi music with Indian influences, featuring a melody played on an acoustic guitar and rhythmic patterns on the tabla percussion. Keywords: Sufi, Indian, acoustic guitar, tabla."
track_0159858,"A slow electronic piece with synthesizers and piano creating an ambient soundscape resembling space. Keywords: ambient, electronic, slow, spacey."
track_0159859,"The low quality recording features an ambient song that consists of a wide, mellow synth pad, deep, resonant sub bass and atmospheric reverb. It sounds calming, hypnotic and spacey. Keywords: ambient, calming, hypnotic, spacey."
track_0161027,"The song is an instrumental with a slow tempo featuring a Spanish guitar playing arpeggiated chords and a synth string sound in the background accompanied by the sound of gunfire. Keywords: slow-tempo, Spanish guitar, arpeggiated chords, synth strings, gunfire."
track_0161167,"A slow Indian song with a sitar and drums featuring a happy atmosphere, including instruments like tabla, synthesizer, and guitar. Keywords: Indian, sitar, drums, happy."
track_0162025,"A male vocalist sings this emotional melody. Keywords: emotional, male vocals, melodic, sad."
track_0162024,"A passionate male vocalist sings this emotional Christian hymn. Keywords: worship, prayer, spiritual, devotion."
track_0162027,"A poignant ballad featuring a melancholic male vocal over flowing acoustic guitar and subtle synth textures. Keywords: emotional, introspective, melodic, soothing."
track_0162026,"A joyful and uplifting pop rock song featuring drums, bass, electric guitar, and acoustic guitar. Keywords: happy, inspiring, positive, uplifting."
track_0162030,"A melancholic country ballad with acoustic guitar and pedal steel guitar, featuring a sad male vocal. Keywords: country, ballad, acoustic guitar, pedal steel guitar."
track_0162031,"A melodic rock piece with a lead guitar and drums, featuring an energetic atmosphere, possibly punk or alternative genre, instruments include electric guitar, bass, and synthesizer. Keywords: rock, lead guitar, drums, energetic."
track_0162034,"A soft country rock ballad featuring a gentle guitar arpeggio and soothing vocals over a steady drumbeat and bassline. Keywords: soft, country, rock, ballad."
track_0162033,"A joyful male vocalist sings this pop song. The lyrics talk about spending time with loved ones and the need for financial support from friends. Keywords: joy, love, friends, money."
track_0162035,"A gentle and soothing piano piece that transports listeners to a peaceful, dream-like state. Keywords: calming, melodic, soft, tranquil."
track_0162037,"A melancholic male vocalist sings this poignant ballad. Keywords: emotional, introspective, melancholy, soulful."
track_0162038,"A solemn yet comforting ballad featuring a gentle acoustic guitar and soothing vocals. Keywords: heartfelt, calming, melodic, peaceful."
track_0162039,"A soothing pop ballad featuring a gentle male vocal and a harmonized acoustic guitar melody. Keywords: calming, melodic, serene, peaceful."
track_0162040,"A soothing pop ballad with a mellow male vocal singing over acoustic guitar and subtle bassline. Keywords: pop, ballad, mellow, soft."
track_0162042,"A slow, meditative piece with a guitar and piano creating a relaxing atmosphere. Keywords: calm, soothing, peaceful, tranquil."
track_0162044,"A heartfelt country song featuring a male vocalist and acoustic guitar. Keywords: country, love, sentimental, storytelling."
track_0162043,"A male vocalist sings this emotional song. The genre is pop with elements of folk and singer-songwriter. Instruments include acoustic guitar, electric guitar, bass guitar, drums, and piano. The mood of the song is happy, inspiring, motivational, positive, and uplifting. Keywords"
track_0162214,"A slow ambient electronic piece with synthesizers and drums creates a dark soundscape resembling space. Keywords: ambient, electronic, dark, space."
track_0162045,"A passionate male vocalist sings this emotional melody. Keywords: passionate, male vocals, emotional, melodic."
track_0162215,"A slow electronic piece with a relaxing mood featuring synthesizers and piano. Keywords: ambient, electronic, relaxing, soft."
track_0162216,"The low quality recording features a cover of a jazz song that consists of a passionate trumpet melody played over acoustic guitar chords and groovy bass. It sounds passionate, emotional, soulful and easygoing. Keywords: passionate trumpet, acoustic guitar, groovy bass, easygoing."
track_0162217,"The low quality recording features a water dropping sound effect and some plastic percussion sounds played over it. It sounds weird and experimental. Keywords: water drop, weird, experimental, percussion."
track_0162218,"The low quality recording features an ominous brass melody played over suspenseful strings chords and shimmering cymbals. It sounds eerie, suspenseful, intense and haunting. || ominous, brass, strings, cymbals"
track_0162220,"A dark electronic piece with synthesizers and drums playing an experimental techno beat. Keywords: experimental, dark, electronic, techno."
track_0162219,"The low quality recording features reverberant synth bells melody playing over groovy bass and muffled drums. It sounds suspenseful and intense. || reverb, bells, bass, drums"
track_0162222,"A haunting violin melody plays over the sound of wind blowing and distant murmuring, creating an eerie ambiance. Keywords: violin, wind, murmuring, eerie."
track_0162221,"A menacing roar and growl of a synthesizer swells into the distance. || menacing, growl, swell, distant"
track_0162224,"A gentle acoustic guitar melody intertwines with a soothing saxophone solo in this calming instrumental piece, evoking feelings of tranquility and romance. Keywords: soft, melodic, relaxing, peaceful."
track_0162223,"A hypnotic, ambient electronic piece with lush synthesizers and a slow tempo creates a dreamy soundscape. Keywords: ambient, electronic, synthesizer, dreamy."
track_0162226,"The low quality recording features an instrumental song that consists of a synth key melody played over wooden percussions and groovy bass. It sounds suspenseful and weird, like something you would hear in movies. || synth key, wooden percussion, groovy bass, suspenseful"
track_0162225,"A sentimental instrumental piece featuring a solemn violin melody over a simple bass line and subtle keyboard accompaniment. Keywords: sentimental, instrumental, solemn, melodic."
track_0162228,"A creepy electronic ambient piece with weird synthesizers playing in the background. Spooky, sinister, scary, mysterious. || spooky, sinister, scary, mysterious"
track_0162227,"A slow and dark electronic piece with synthesizers and piano creating an ambient soundscape resembling space. Keywords: electronic, ambient, dark, synthesizer."
track_0162229,"A haunting instrumental piece with eerie strings and dissonant piano chords, creating an unsettling atmosphere perfect for a horror movie soundtrack. Keywords: horror, spooky, scary, unnerving."
track_0162579,"A haunting electronic instrumental with sparse synthesizers and weird percussion evokes an eerie, alluring mood. Keywords: eerie, alluring, sparse, weird."
track_0162581,"A creepy, suspenseful ambient music track with reverb-heavy synthesizers and synth pads playing in the background. Keywords: spooky, eerie, suspenseful, ambient."
track_0162580,"The low quality recording features an echoing synth keys melody played over mellow piano chords. It sounds suspenseful and haunting, like something you would hear in a thriller movie soundtrack. || synth keys, piano chords, suspenseful, haunting"
track_0162582,"A cinematic synth swells with an electronic keyboard harmony and atmospheric strings, creating an ominous, suspenseful mood suitable for a horror movie soundtrack. Keywords: horror, suspense, cinematic, synth."
track_0162583,"The low quality recording features an ambient song that consists of a synth pad chord played over a mellow piano melody. It sounds calming and relaxing - like something you would listen to while meditating. Keywords: ambient, calming, relaxing, meditation."
track_0162585,"A repetitive electronic dance track with synthesized beats and a hypnotic bassline, creating an energetic and futuristic atmosphere. Keywords: electronic dance, synthesizer, beat, bassline."
track_0162584,"A fast and loud electronic techno piece with synthesizers and drums creates an energetic atmosphere. Keywords: electronic, techno, loud, fast."
track_0162587,"A melodic piano piece with a slow tempo and soft, ambient feel. Keywords: classical, piano, soft, ambient."
track_0162586,"A fast and energetic electronic techno dance track with loud beats and synthesizers, creating an immersive atmosphere suitable for a nightclub or festival. Keywords: electronic, techno, dance, immersive."
track_0162588,"A melodic jazz piece with drums and bass playing a chill tune, saxophone adding a layer of complexity, and electric guitar enhancing the mood. Keywords: jazz, chill, complex, mood-enhancing."
track_0162589,"A dark and heavy electronic piece with synthesizers, drums, and bass, creating an urban soundscape suitable for a film soundtrack. Keywords: electronic, dark, heavy, urban."
track_0162591,"A suspenseful instrumental piece with drums and guitar building up tension. Keywords: tense, dramatic, suspenseful, intense."
track_0162590,"A heavy and thunderous rock piece with drums, guitar, and bass, conveying an intense mood. Keywords: rock, heavy, thunderous, intense."
track_0162592,"A haunting synth sound effect resonates throughout the clip, evoking a sense of unease and suspense. Spooky, eerie, sinister, mysterious."
track_0162856,"The low quality recording features a mellow synth pad, soft strings and reverberant male vocal talking over it. It sounds calming, relaxing and like something you would listen to while meditating. Keywords: meditation, calming, relaxing, soft."
track_0164885,"A fast techno dance instrumental with synthesizers and drums, creating an energetic and futuristic atmosphere. Keywords: techno, dance, electronic, ambient."
track_0165309,"A slow electronic piece with synth and piano creating a relaxing, dream-like soundscape. Keywords: ambient, chillout, electronic, relaxing."
track_0166577,"A lively rock song with an electric guitar solo, punchy drums, and a bluesy bassline. Keywords: rock, electric guitar, drums, bluesy."
track_0165311,"A high-energy electronic dance track with heavy beats and synthesizers. | electronic, dance, upbeat, vibrant"
track_0166589,"A male vocalist sings this melodic rock piece with an electric guitar lead and accompaniment from a bass guitar and acoustic drums. The song is mellow, emotional, sad, and passionate. Keywords: rock, melodic, sad, passionate."
track_0166580,"A passionate male vocalist sings this emotional melody. Keywords: passionate, male vocals, emotional, melody."
track_0166591,"A soft guitar arpeggio opens the piece, transitions to folksy chord strumming, and then fades into the background as melodic singing takes over. | guitar, folk, singer-songwriter, emotional"
track_0166592,"A heartfelt country rock song with a bluesy feel, featuring a lead guitar and drums, accompanied by a bass and acoustic guitar. Keywords: country, rock, blues, emotional."
track_0166604,"A passionate male vocalist sings this emotional melody. Keywords: passionate, male vocals, emotional, melodic."
track_0166594,"A melodic rock song featuring drums, guitar, and bass that creates an energetic atmosphere. Keywords: rock, energetic, drums, guitar."
track_0166607,"A male vocalist sings this emotional melody. Keywords: love, passion, romantic, heartfelt."
track_0166613,"A slow rock ballad featuring drums, guitar, and piano. Love, sadness, passion. Keywords: slow, rock, ballad, love."
track_0168800,"The ambient music features a haunting synth pad playing at a medium-to-high pitch with reverb effect and minimal melodic content. The overall feel is eerie, sinister, frightening, and suspenseful. Keywords: spooky, scary, ominous, suspenseful."
track_0168799,"A fast techno dance instrumental with repetitive female vocal samples and synthesised instrumentals including drums, bass, and percussion. Keywords: techno, dance, repetitive, synthesised."
track_0168802,"The low quality recording features a synth pad that is slowly fading out and it sounds suspenseful and haunting. || suspenseful, haunting, low quality, synth pad"
track_0168801,"A fast and upbeat electronic techno track with synthesizers and drums, feeling spacey and futuristic, suitable for a sci-fi movie soundtrack. Keywords: electronic, techno, spacey, futuristic."
track_0168805,"The low quality recording features an analog synth pad, wide arpeggiated strings melody and synth keys chords played over it. It sounds weird, spacey, hypnotic and weird. || analog, synth, weird, hypnotic"
track_0168803,"A haunting electronic instrumental with atmospheric synthesizers, minimalist drums, and synth bassline. Keywords: eerie, ambient, minimal, suspenseful."
track_0168807,"The ambient instrumental features soothing synthesizers, gentle arpeggiated melodies, and atmospheric reverb. | Synth, ambient, relaxing, soft."
track_0168806,"A fast-paced electronic rock piece with drums and guitar, featuring synthesizers and bass that creates an energetic atmosphere. Keywords: energetic, rock, electronic, instrumental."
track_0168809,"A slow ambient classical piece featuring a flute and synthesizer, creating a relaxing soundscape with a hint of weirdness. Keywords: ambient, classical, flute, synthesizer."
track_0168808,"A slow electronic piece with ambient synthesizers and synth drums, creating a relaxing soundscape perfect for meditation. Keywords: ambient, synthesizer, synth drums, relaxing."
track_0168810,"A haunting melody played on an acoustic guitar over a wide synth pad progression and a mellow arpeggiated harp. Keywords: haunting, acoustic guitar, synth pad, harp."
track_0168811,"A slow electronic piece with synthesizers and drums creates a dark and dreamy soundscape reminiscent of space. Keywords: slow, electronic, synthesizers, drums."
track_0168813,"A haunting instrumental with a spooky piano melody and wide strings. Spooky, mysterious, suspenseful, supernatural. || spooky, mysterious, suspenseful, supernatural"
track_0168812,"The low quality recording features a weird, experimental synth pad playing over quiet, muffled drums and synth bass. It sounds weird, spacey, hypnotic and weird. Keywords: weird, experimental, spacey, hypnotic."
track_0169258,"The low quality recording features a classical song that consists of a mellow trombone melody played over wide strings melody. It sounds easygoing and passionate. Keywords: classical, easygoing, passionate, trombone."
track_0169257,"A haunting sound of white noise fills the space. || haunting, white noise, space, eerie"
track_0169260,"A mysterious electronic piece with synthesized strings and drums builds up tension before transitioning into a joyful section. Keywords: mysterious, electronic, tense, joyful."
track_0169259,"A soulful jazz piece with a trumpet playing the main melody, accompanied by a trombone and a tuba. The mood is passionate and the instruments include a piano, a bass, and drums. Keywords: soulful, jazz, trumpet, passionate."
track_0169261,"A saxophone solo melody over a backing track of tenor saxophones playing a jazzy progression. || jazz, saxophone, solo, band"
track_0169262,"A gentle melody played on a clarinet. Keywords: soft, melodic, calming, serene."
track_0169264,"A lively instrumental piece with a trumpet playing the main melody, accompanied by a flute and a tuba. Keywords: bright, fun, happy, celebratory."
track_0169263,"A slow rock piece featuring drums and guitar, creating an epic atmosphere suitable for a soundtrack. Keywords: rock, drums, guitar, epic."
track_0169266,"The low quality recording features a synth key melody playing over a muffled trumpet melody. It sounds passionate and the recording is noisy and in mono. Keywords: passionate, muffled, trumpet, synth key."
track_0169265,"A grand orchestral piece playing a waltz with trumpets leading the melody and strings providing accompaniment. || classical, orchestral, waltz, grand"
track_0169268,"A soothing instrumental piece featuring a flute playing alongside a synth brass melody, accompanied by a clarinet and a simple bass line. Keywords: calming, melodic, soft, serene."
track_0169267,"A creepy, suspenseful soundtrack builds tension with synthesizers and drums, perfect for a horror movie scene. Keywords: horror, suspense, tension, scary."
track_0169270,"A slow instrumental piece featuring a saxophone solo with a synth background. Keywords: slow, instrumental, saxophone, synth."
track_0169269,"The low quality recording features a reverberant clarinet melody playing over smooth double bass. It sounds passionate and emotional. Keywords: clarinet, melody, passion, emotion."
track_0169271,"A lively instrumental piece featuring a fast-paced melody played on a baritone saxophone over a wide range of xylophone tones. | baritone saxophone, xylophone, fast-paced, lively"
track_0169272,"A haunting choir sings over the sound of wind blowing and a train passing by. Spooky, eerie, ominous, chilling. || haunting, choir, wind, train"
track_0169273,"A passionate violin melody plays over a mellow piano tune. || passion, melody, soft, soothing"
track_0169274,"A saxophone solo melody with a gentle tone and a hint of sadness. | sad, melodic, gentle, saxophone"
track_0169276,"A soulful brass melody plays over a mellow arpeggiated synth key melody in this passionate instrumental song. Keywords: brass, melody, soulful, passionate."
track_0169277,"A fast-paced instrumental rock piece with drums and guitar, featuring synthesizers and bass that could be classified under the alternative or pop genre. Keywords: rock, drums, guitar, synthesizer, bass."
track_0169987,"A poignant violin solo accompanied by subtle strings and a faint harp melody creates a somber yet beautiful atmosphere. Keywords: violin, strings, harp, beauty."
track_0169986,"A musician plays a high-pitched note on an instrument with a long release time. Keywords: high pitch, long release, reverberant, instrumental."
track_0169989,"A continuous hum of a jet engine operates as warning sirens blare intermittently. || jet engine, warning sirens, loud, continuous"
track_0169988,"A low rumble and static sound effect plays in the background. || rumble, static, sound effect, background"
track_0169990,"A dissonant instrumental piece with electronic sounds playing in the background, including loud percussive elements like thunder claps and other noise effects, creating an ominous and suspenseful atmosphere. Keywords: ominous, suspenseful, electronic, percussive."
track_0169991,"The low quality recording features a reverberant, echoing choir singing over wide, muffled drums and synth pad chords. It sounds mystical, epic and suspenseful, like something you would hear in movies or video games. || choir, drums, pad, reverb"
track_0169993,"A synthesizer plays soft pad chords in the background while a theremin delivers a descending melody. The recording is quiet, dull, muffled, and has a spacey feel. || soft, pad, chords, theremin"
track_0169992,"The low quality recording features a wide synth pad chord played over a mellow saxophone melody. It sounds passionate and emotional. || synth pad, mellow saxophone, passionate, emotional"
track_0169994,"A dark and atmospheric electronic piece with synthesizers, drums, and ambient sounds reminiscent of space or a video game environment. Keywords: electronic, dark, atmospheric, synthesizer, drums, ambient."
track_0169996,"A hypnotic, otherworldly electronic track with fuzzy synth blips and ambient reverb. || psychedelic, ambient, atmospheric, ethereal"
track_0169997,"A creepy, ominous sound effect with spooky reverb and unsettling synth bass. Spooky, sinister, scary, mysterious. || spooky, eerie, sinister, mysterious"
track_0170059,"A slow ambient electronic piece that creates a relaxing soundscape with synthesizers and background strings. Keywords: ambient, electronic, relaxing, synthesizer."
track_0171315,"A lively rock song features an energetic guitar and drums, complemented by a melodic bass and synthesizer. The vocals are passionate and heartfelt. Keywords: rock, energetic, melodic, passionate."
track_0172031,"A groovy electronic dance piece with a funky bassline and a repeating synth pattern, accompanied by punchy drums and a DJ mixer creating a vibrant atmosphere. Keywords: electronic dance, funky bassline, synth pattern, DJ mixer."
track_0172323,"A spirited rock song features an energetic male vocalist singing over electric guitar riffs and punchy drums. The mood is uplifting, and the genre includes rock, alternative, and indie. Keywords: rock, alternative, indie, energetic."
track_0172326,"A soothing pop ballad features a passionate male vocal singing over gentle acoustic guitar arpeggios and smooth double bass. Keywords: soft, mellow, emotional, serene."
track_0172327,"A passionate male vocalist sings this emotional melody over a groovy bass line, shimmering cymbals, electric guitar lead and rhythmic acoustic drums. The song is a blend of pop and rock genres with a touch of sadness. Keywords: passionate, emotional, groovy,"
track_0172328,"A soothing melody with gentle acoustic guitar arpeggios and a calming flute solo. Keywords: soft, relaxing, peaceful, serene."
